"Timestamp","What is your age? (optional)","Indicate your level of experience in the domain of datapack development.","How many datapacks have you released?","Indicate your familiarity with computer programming outside of minecraft datapacks","How often do you develop datapacks as a hobby (with no financial compensation)?","How often do you develop datapacks for financial compensation (for other people)?","Which code editor(s) do you use? (select all the apply)","Which productivity features from your code editor do you value? (select all that apply and are present in your code editor)","Do you use a precompiler or external scripts to automate file generation?","How often do you rely on libraries (player motion, string uuid, floating point math...) written by others?","How often do you use LLMs (AI chatbots, agentic coding) to write datapack code?","How many people do you usually work with in datapack development (excluding yourself)?","Indicate which features from a formal version control system (such as Git) you use to manage your codebase and track changes? (leave blank if none apply)","Do you release your datapacks in cycles (iteratively, excluding beta tests), or do you release them only once they are ready?","If you work in a group, what type of software development process do you use? (leave blank if you work alone)","How often do you comment your code?","If you comment, how much do you comment your code?","How many beta testers test your code quality and project functionality before release?","On average, how long do you spend maintaining a datapack (fixing bugs, updating to new Minecraft versions) after its initial release?","Estimate the percentage of time optimization/refactoring consumes in your datapack development process","To which coding conventions to you adhere to? (select all that apply)","How do you track and manage bugs or feature requests from your users (e.g., GitHub Issues, Discord channels, informal feedback)?","Open space for comments on methodologies, software processes, whatever you think could help me.","Open space for comments on what part of developing datapacks you dislike the most"
"2026/05/27 6:47:44 pm CET","17","7","5","6","6","2","VSCode with datapack specific extensions","Code completion;File creation;Syntax highlighting;Syntax validation","Precompiler (Beet, Kore, CBScript,..)","2","1","0","To store and recover my code;To use different branches;To have access to previous versions of my code;To host my wiki;To use a project board;To track bugs and issues;To label and host releases of your datapack;To automatically upload datapack files to all the websites on release creation","4","We both develop together in a call","7","7","2","I am still actively maintaining it","43","Smithed;Namespacing","Github Issues;Discord channels;email (Its stunning how many people still use email)","There are quite a few methods specific to mcfunction, for example giving the current entity an INIT tag on summon so you can modify / position it correctly with commands.

A player ID system (or player specific storage) is also extremely useful. Raycasting (or recursion in general), Implementing custom blocks is quite unique... 

The fact that we use quite a lot of workarounds to accomplish what we want. A great example is using advancements as an event based trigger.

The way we optimize entity selectors is also quite interesting. 

Mcfunction doesn't have propper version resolution so we implement something like lantern load so we can propperly load libraries.

Mcfunction is also a very repetetive language. For example displaying an animation (progress bar or some notification...) using custom font charracters is usually a long file filled with score checks.","Many features are lacking, for example we can't add propper items / custom blocks in a freaking block game :P A way to get the current time would also be nice. And a propper way to do version resolution. Managing an inventory or just rendering any hud is pretty difficult

There are also a lot of things that are technically possible but are quite annoying to do. For example we don't have something like a for loop or a while loop. 

There is no way to handle events. Implementing async functions (through the schedule command) looses all it's context so keepting that is also pretty annoying. 

Implementing a simple wait can be quite annoying too since you'd need to add a scoreboard and increment it every time. 

Many times you want to run multiple commands within the same context. This requires you to create a new mcfunction file and that's why we end up with 20 different file. Naming all of those files is also a night mare since well, they all need to be different.

Multilining is also very annoying since you have to place a backslash after each line

Overall the performance of selectors and data commands is very bad. This means we have to optimize as much as we can if we're making anything remotely close to a big datapack.

Datapacks aren't very compatable with eachother. for example there is only one actionbar to display some hud elements and there is no way to manage any priority. Editing minecraft-related code with a datapack also ruins performance. This can be as simple as adding an item to a loot table from a mob.




Anyways I hope this helps you, have a nice day and good luck with your paper!"
"2026/05/27 6:51:44 pm CET","18","7","0","7","6","2","neovim","Code completion;File creation;Syntax highlighting;Syntax validation;advanced text manipulation with vim motions","Precompiler (Beet, Kore, CBScript,..)","7","1","1","To store and recover my code;To use different branches;To have access to previous versions of my code;To host my wiki;To use a CI/CD pipeline;note: not sure how to answer the next question since i never published my datapacks, but if i WOULD publish them i would probably update in massive releases","2","Unstructured meetings","1","","0","since im not publishing i never worry about maintaining them, none of my datapacks were released","10","Smithed","i dont publish. but if i did, i would rely on github issues","i think you covered all of it, nothing more i can think of","countless, too many. 

datapack languages help a lot, but still, i wish it could be better. i tried all the major ones, jmc, bolt, sandstone, mcbuild, trident, mcscript, kore, zoglin, some of them are very old and not maintained anymore, but i did use them when they were relevant. 

what i found is, i find myself slightly dissatisfied with each one of them even though they already improve the development experience tenfold. but it could be better, and i have ideas! so thats why im going to make my own language that will compile to datapacks, soon.

but in particular if i give you the short answer:
the general pattern that i dislike about mcfunction is the simplicity of it. its wayyy too simple sometimes!

like when it comes to how it handles math with scoreboard operations. its actually awfully similar to assembly! following, is a valid assembly code with comments that describe the operations. 

mov eax, 10  ; eax = 10
mov ebx, eax ; ebx = eax

add eax, ebx ; eax += ebx
sub eax, ebx ; eax -= ebx
mul eax, ebx ; eax *= ebx
div eax, ebx ; eax /= ebx

isnt that awfully familiar? yes, because that is EXACTLY how you do math with scoreboards!
mcfunction is just too explicit, too simple, it is in a way similar assembly where you only have a specific set of the simplest instructions. nothing too complex.

yes, you could build infinitely complex logic with those simple instructions. but the problem is that if complexity is not in the language, then it is in the source code. you pretty much cant do anything directly. if-else chains use workarounds with a boolean variable, for/while loops use recursive functions, array iteration is slightly complicated recursive algorithm. for example, the following is pseudo code of array iteration implementation

- check first array element [1, 2, 3, 4, 5]
    - if first element > 3 replace with 0
- append the first array element to this same array [1, 2, 3, 4, 5, 1]
- remove the first array element [2, 3, 4, 5, 1]
- repeat until array over

thats how you do it. and when a language is THAT simple, adding a little abstraction over it would really help in development productivity and readability, which also means easier debugging and mental overhead! that was the short answer, to the question of ""what i dislike about mcfunction"""
"2026/05/27 6:55:35 pm CET","","3","0","6","4","1","VSCode with datapack specific extensions","Syntax highlighting;Syntax validation","External scripts (python to generate repetitive commands, files,...)","2","2","1","To store and recover my code;To have access to previous versions of my code","2","","6","4","3","Until the next major update","15","Smithed;Namespacing","Informal Feedback;In person friend feedback","I am an amateur hobbyist to put it lightly, and would not be offended if I were excluded as an outlier. I've mostly developed datapacks for private servers my friends ran (about 5-6 total), and so I considered none of them publicly released. I usually develop in VSCode with Spyglass and Datapack Icons as my only extensions. I do use Python scripts to generate repetitive files on occasion. I am interested in the Beet toolchain, although I haven't tried it yet so I can't comment on whether I find it useful.","As a programmer outside datapacks, it is weird how things which should be easy in ordinary programming are difficult in datapacks. Loops are one of the pillars of any other programming language, and yet mcfunction has to use recursion? Schedule is kind of like a sleep function, but you have to work around context not being preserved? Why is doing scoreboard calculations a multi-step process (literally math, the thing computers do)? It's obvious it wasn't designed as a programming language, only acquired the strictly necessary features over time. As a result, we have a language where some low-level features just don't exist and are papered over with janky high-level implementations. I'm reminded of hijacking various features of loot tables, predicates, item modifiers, or so forth to implement certain things entirely unrelated to their intended purpose, such as implementing randomness before /random became vanilla. It's just foundationally very interesting, even taken apart from all the vanilla Minecraft features that are hard to implement (/motion please.........) Anyway, thanks for putting up with my yap and best the luck on your university project!"
"2026/05/27 6:59:23 pm CET","21","6","4","3","5","1","VSCode with datapack specific extensions","Syntax highlighting;Syntax validation","External scripts (python to generate repetitive commands, files,...)","2","3","2","To store and recover my code;To use different branches;To have access to previous versions of my code;To host my wiki;To track bugs and issues;To label and host releases of your datapack","5","","7","7","1","I am still actively maintaining it","35","Smithed;Namespacing","Github Issues;Discord channels","",""
"2026/05/27 7:04:28 pm CET","23","4","0","1","7","1","Default text editor","File creation","I only write in plain mcfunction","4","1","0","","2","","1","","10","Generally until I work on the next project","20","Smithed","Informal Feedback","","My biggest gripe with Minecraft commands would be the inability to edit player data directly. "
"2026/05/27 7:05:02 pm CET","19","4","5","4","3","1","VSCode with datapack specific extensions","Code completion;Syntax highlighting;Syntax validation","I only write in plain mcfunction","5","1","0","To store and recover my code;To have access to previous versions of my code;To track bugs and issues;To label and host releases of your datapack","3","Hopes and dreams","5","3","1","Until I forget the datapack exists, or I get sick of maintaining it.","30","Namespacing","Github Issues;Discord channels","","The lack of support for manipulating player data is a real struggle. I'm not expecting Mojang to straight up let us edit it, but I would greatly appreciate more commands/features that let us change data that is currently tricky or straight up impossible to manipulate. "
"2026/05/27 7:10:38 pm CET","16","4","10","3","7","1","VSCode with datapack specific extensions","Code completion;File creation;Syntax highlighting;Syntax validation","I only write in plain mcfunction","2","2","1","To store and recover my code;To use different branches;To have access to previous versions of my code;To host my wiki;To track bugs and issues;To label and host releases of your datapack","4","discord channels for discussion and occasionally VC","3","3","1","Until the next major update","20","Namespacing","Github Issues;Discord channels;Informal Feedback","",""
"2026/05/27 7:12:03 pm CET","","6","6","7","2","1","Notepad++;VSCode with datapack specific extensions;VSCode with no extensions","Code completion;File creation;Syntax highlighting;Syntax validation","External scripts (python to generate repetitive commands, files,...)","1","1","0","Don't use one for datapacks at the moment.","3","","4","4","2","It highly depends on what kind of datapacks, but I am typically quite slow at doing those.","70","Smithed;Namespacing","Discord channels;Informal Feedback;In person friend feedback;My datapacks are generally small with one or two exceptions.","",""
"2026/05/27 7:12:55 pm CET","22","6","25","6","7","1","VSCode with datapack specific extensions","Code completion;Syntax highlighting;Syntax validation","I only write in plain mcfunction","2","1","0","To store and recover my code;To have access to previous versions of my code;To track bugs and issues","3","Discord talks and throwing deature ideas and implementations ideas in chat to see what the rest says. And Github Projects (or similar).","3","2","0.5","Some just get bug fixes and some get updates for new version every now and then. (Depending on popularity)","50","Namespacing;One additional convention for me is to have one `$temp` scoreboard for values only needed in this current tick to reduce the amount of scoreboards with temp values.","Github Issues;Google doc, like this one here which sends an email to an extra datapack bug report email address.","","I really dislike that player data modification is not possible, which in theory is not that hard to do or at least have commands that take on that role, like /damage or /item but for motion (this one specifically) or hunger.

Another annoying thig is that /fetchprofile can not interact with datapacks. It would be very usefull to have that. I know that it is async but with datapacks we could just have a temp schedule loop that checks if the data is there yet or not. (Talking about checking a storage)"
"2026/05/27 7:14:52 pm CET","24","7","3","6","7","1","VSCode with datapack specific extensions","Code completion;File creation;Syntax highlighting;Syntax validation","I only write in plain mcfunction","1","1","0","To store and recover my code;To have access to previous versions of my code;To host my wiki;To label and host releases of your datapack","1","","4","3","0","I am still actively maintaining it","90","Smithed;Namespacing","Discord channels","",""
"2026/05/27 7:15:04 pm CET","24","2","0","6","2","1","Notepad++;VSCode with datapack specific extensions","Code completion;Syntax highlighting;Syntax validation","I only write in plain mcfunction","6","4","2","To store and recover my code;To have access to previous versions of my code;To host my wiki;To label and host releases of your datapack","7","Structured meetings","4","3","5","I am still actively maintaining it","6","Namespacing","Github Issues;Discord channels;Informal Feedback","",""
"2026/05/27 7:49:12 pm CET","23","6","8","7","7","1","VSCode with datapack specific extensions","Code completion;File creation;Syntax highlighting;Syntax validation","External scripts (python to generate repetitive commands, files,...)","5","1","2","To store and recover my code;To use different branches;To have access to previous versions of my code;To host my wiki;To label and host releases of your datapack","5","Unstructured meetings","3","4","10","I am still actively maintaining it","30","Namespacing","Github Issues;Discord channels;Informal Feedback;In person friend feedback","I primarily develop minigames as opposed to standalone datapacks, which means there's less of a need to adhere to standards like Smithed since your environment is much more controlled. A handful of my minigames are hosted on Minecraft Java Realms, so I do maintain them with each update of Minecraft in order to keep them online. There have definitely been independent efforts to simply fix bugs and add new content to my minigames post-release, but the fact that each Minecraft update threatens to totally break them more preeminently forces my hand to keep maintaining things.","mcfunction itself lacks a lot of typical control flow, variable, mathematic, etc. structures you'd find in more prototypical programming languages. It feels kind of like assembly at times by comparison (especially to the extent that people have written numerous transpilers and precompilers for more literate languages translating into mcfunction). It's a bit baffling to have so much restriction placed on the only vanilla method of ingame scripting, but it's arguably more baffling and awesome that this all emerged out of what began as a syntax for console commands, so I have a love-hate relationship with it."
"2026/05/27 7:52:08 pm CET","19","6","8","6","7","7","VSCode with datapack specific extensions","Code completion;File creation;Syntax highlighting;Syntax validation","External scripts (python to generate repetitive commands, files,...)","6","6","3","To store and recover my code;To use different branches;To have access to previous versions of my code;To host my wiki;To use a CI/CD pipeline;To use a project board;To track bugs and issues;To label and host releases of your datapack","3","XP","4","6","3","Until the next update that forces me to rewrite a majority of the code","20","Namespacing;specification from my community","Github Issues;Discord channels;Informal Feedback;In person friend feedback","Some developers, including myself, do not have fixed partners or a dedicated production team. Additionally, some questions asking for the exact number of contributors to datapacks may feel inappropriate or not applicable to solo developers.","the limitation for client camera control in Java Edition"
"2026/05/27 7:52:59 pm CET","19","5","10","7","5","1","VSCode with datapack specific extensions","File creation;Syntax highlighting;Syntax validation","External scripts (python to generate repetitive commands, files,...)","2","1","0","","1","","5","4","0","I stop as soon as it's released","10","Namespacing","My projects are for YouTube, so I release projects but my ""users"" aren't the target audience. The viewers on the video I produce out of it is the target audience.","From previous response: My projects are for YouTube, so I release projects on the side but my ""users"" aren't the target audience. The viewers on the video I produce out of it is the target audience.

Thus, I don't maintain or receive feedback on my projects. They're just for entertainment purposes, and if someone watches the video and thinks ""that looks awesome, I'd like to try it myself!"" they have the option to do so.","Lack of inline computation is a big one. Having to do several nontrivial scoreboard operations to compute x=a*b+c is pretty silly."
"2026/05/27 7:55:49 pm CET","","6","14","5","7","1","Default text editor;VSCode with datapack specific extensions;VSCode with no extensions","Syntax validation","External scripts (python to generate repetitive commands, files,...)","2","1","0","To store and recover my code;To label and host releases of your datapack","5","","6","5","1","I am still actively maintaining it","90","Namespacing;I work on ""all in one"" library-like modules, so I use variations of Smithed and common datapacking conventions, not the general usage ones because of the need to keep internal behaviour (for example, I can't adhere to the saddle/body slot convention that's been proposed recently)","Discord channels;Informal Feedback;In person friend feedback;I also write them down on a notebook","the process I use is:
idea -> sketch -> prototype with basic functionality -> loop(notepad -> fix/improvement -> release)
Because of all the limitations that mcfunction has for performance, I also try to write down pseudocode for multiple versions of the same functionality before trying them, and either try to decide which one to use when they are too complex, or I implement most of them and compare their times with the debugger, to get the best usability and speed tradeoff I can get.","The biggest 2 issues I have is not having access to floating point math for 3D calculations nor current irl time on the server side for time-based events (the devs don't want us to use the playerhead method because of the constant requests to the skin servers, and it also has issues that cannot be worked around)

Other things like the difficulty to iterate efficiently over a list or the cost of basic operations on players are more secondary, because sometimes they can be worked around or are just speed issues, while the 2 mentioned before are very hard to circunvent in vanilla, sometimes impossible (irl time)"
"2026/05/27 8:00:39 pm CET","","4","2","5","5","2","VSCode with datapack specific extensions","Syntax highlighting;Syntax validation","External scripts (python to generate repetitive commands, files,...)","2","1","2","To label and host releases of your datapack","5","Unstructured meetings","7","3","4","Until the next major update","40","Namespacing","Discord channels;Informal Feedback;Google forms","As Mojang makes more things possible with datapacking, it becomes less about doing something impressive (or the sake of it being possible), and more about working on something that works towards what you and others want.
I know it seems like a ""duh yeah"" comment, but reminding myself that even if something that feels too simple makes people have fun, then there's no issue with it.","Data driven blocks (and many other things), an earlier introduction to using $s, mathematical functions like sine, more control over custom dimensions, and finally more streamlined obtained server events (people joining/leaving, real world time, TPS, etc)"
"2026/05/27 8:02:06 pm CET","26","7","2","7","5","1","VSCode with datapack specific extensions","Code completion;File creation;Syntax highlighting;Syntax validation","I only write in plain mcfunction","5","1","0","To store and recover my code;To use different branches;To have access to previous versions of my code;To use a CI/CD pipeline;To track bugs and issues;To label and host releases of your datapack","1","","4","2","2","Until the next major update","50","Namespacing","Github Issues;Informal Feedback","i write custom linting scripts that run in CICD so i can offload mental space in keeping certain aspects of my code quality","i only work in plain mcfunction. major cons:
- requiring a separate file per ""block"" of code is super limiting and painful
- doing math is quite tedious
- needing a library for floating point stuff is quite tedious
- not getting real syntax validation for macro-lines sucks a lot, makes it so i have to manually ""Search all files"" to find some function references instead of using Spyglass's ""Find all references"" via symbols"
"2026/05/27 8:20:46 pm CET","19","7","9","6","6","1","VSCode with datapack specific extensions","Code completion;Syntax highlighting;Syntax validation","I only write in plain mcfunction","1","1","0","To store and recover my code;To use different branches;To have access to previous versions of my code;To host my wiki;To track bugs and issues;To label and host releases of your datapack","7","","3","4","0","Continued maintenance selectively","0","Not sure","Github Issues;Discord channels;Comments on websites where my datapacks are published like PMC or curseforge","","Random exceptions to rules, inaccessibility of certain features of the game, and hard coding (ex: large drip stone spikes not having a block field)"
"2026/05/27 8:32:52 pm CET","29","7","1","7","7","1","VSCode with datapack specific extensions","Code completion;Syntax highlighting;Syntax validation;Links between files","Precompiler (Beet, Kore, CBScript,..)","1","1","0","To store and recover my code;To use different branches;To have access to previous versions of my code;To use a CI/CD pipeline;To track bugs and issues;To label and host releases of your datapack","7","","3","2","0","I am still actively maintaining it","0","Smithed;Namespacing","Github Issues;Informal Feedback","This form is a bit too focussed in mcfunction for me to give accurate answers sometimes",""
"2026/05/27 9:02:58 pm CET","25","7","86","7","4","1","VSCode with no extensions","File creation;Syntax highlighting;Syntax validation","External scripts (python to generate repetitive commands, files,...)","3","1","10","To store and recover my code;To use different branches;To have access to previous versions of my code;To use a CI/CD pipeline;To track bugs and issues","5","Structured meetings","7","6","3","so far, 12 years","70","Smithed;Namespacing;Gamemode 4","Github Issues;Discord channels;Informal Feedback;In person friend feedback","",""
"2026/05/27 9:26:15 pm CET","22","6","10","6","4","6","VSCode with datapack specific extensions","Syntax highlighting;Syntax validation","I only write in plain mcfunction","1","1","2","To store and recover my code;To use different branches;To have access to previous versions of my code;To track bugs and issues","4","Unstructured meetings","5","4","1","I am still actively maintaining it","20","Smithed;Namespacing","Github Issues;Discord channels;Informal Feedback","",""
"2026/05/27 9:39:27 pm CET","21","7","25","5","4","1","VSCode with datapack specific extensions","Syntax highlighting","I only write in plain mcfunction","3","1","0","To store and recover my code;To have access to previous versions of my code","4","","2","3","5","Until the next update that forces me to rewrite a majority of the code","10","Smithed;Namespacing","Discord channels;Informal Feedback;In person friend feedback","I think it’s interesting how similar mcfunction, the highest of high level language, feels to certain low level languages (the example I have experience with is C). Lots of cases where you need complicated processes to do seemingly simple things, the kind of thing you have to get up and just think for a while to figure out. This is why I love mcfunction so much, it’s a logic puzzle in a way","Item modification is a pain"
"2026/05/27 9:44:00 pm CET","17","3","0 ","2","5","2","Notepad++;VSCode with no extensions","File creation;Syntax highlighting;Syntax validation","I only write in plain mcfunction","3","2","0","","1","","2","1","3","I am still actively maintaining it","60","Smithed;Namespacing","Discord channels;In person friend feedback","",""
"2026/05/27 10:01:47 pm CET","","6","10","4","5","5","VSCode with datapack specific extensions;Sublime Text","Code completion;Syntax highlighting;Syntax validation","I only write in plain mcfunction","2","1","0","","1","Unstructured meetings","2","2","0","I am still actively maintaining it","70","Smithed;Namespacing;i have my own","Discord channels;Informal Feedback;In person friend feedback","i have a lot of unrelaced datapacks that im not sure if i should relace or not, because i dont think they are up to the standard that i want, most of them are my own tools and libraries that i do believe that could be useful to other developers if they had access to it and interest in exploring new tools","i dont like the publishing datapacks, that is imo the only bad part, as im almost never sure if pack is complete enough to be relaced and im not sure how well it will preform"
"2026/05/27 10:02:23 pm CET","20","6","7","5","4","2","VSCode with datapack specific extensions","Code completion;Syntax highlighting;Syntax validation","I only write in plain mcfunction","3","1","0","To store and recover my code;To have access to previous versions of my code;To track bugs and issues","1","","3","3","2","Until the next update that forces me to rewrite a majority of the code","15","Smithed;Namespacing","Github Issues;Discord channels;Informal Feedback;In person friend feedback","",""
"2026/05/27 10:13:40 pm CET","","5","13","6","5","2","VSCode with datapack specific extensions","Code completion;Syntax highlighting;Syntax validation","External scripts (python to generate repetitive commands, files,...)","1","1","0","To store and recover my code;To have access to previous versions of my code;To track bugs and issues;To label and host releases of your datapack","2","","5","4","0","I am still actively maintaining it","10","Namespacing","Discord channels;Informal Feedback","","Updating datapacks. Once I've made it, the motivation to continue working on it deteriorates over time. "
"2026/05/27 10:43:40 pm CET","21","6","1","5","7","1","VSCode with datapack specific extensions","Code completion;Syntax highlighting;Syntax validation","I only write in plain mcfunction","2","1","0","To store and recover my code;To use different branches;To have access to previous versions of my code;To label and host releases of your datapack","2","","2","1","2","Until the next update that forces me to rewrite a majority of the code","60","Namespacing","Informal Feedback","","Naming scoreboards, it's annoying"
"2026/05/27 11:38:52 pm CET","","3","3","5","7","1","VSCode with datapack specific extensions","Code completion;Syntax highlighting;Syntax validation","I only write in plain mcfunction","3","1","1","To store and recover my code;To use different branches","3","Unstructured meetings","5","5","1","I am still actively maintaining it","5","Smithed;Namespacing","Github Issues;Discord channels","Given that datapacking is merely a hobby for me at the moment, most work is free form. Deadlines are soft limits and usually my time is molded around life's responsibilities. In teams, I often find that roles are split among categories like 'artist' and 'programmer' rather than an amorphous collective of working on a feature at a time. Right now, I find that art is way ahead of schedule than the software side.","Math and data storage. Scoreboards are not really meant for the rigor that we put it though concerning calculations, but they are fine and really feel like a major reduction of code quality compared to if we had some other way to do math. Also I find the data structure in entities to be mildly confusing, but that might come with my amateur skills."
"2026/05/28 12:06:17 am CET","20","5","2","2","5","4","VSCode with datapack specific extensions","Code completion;File creation;Syntax highlighting;Syntax validation","External scripts (python to generate repetitive commands, files,...)","3","3","0","To store and recover my code;To host my wiki;To track bugs and issues;To label and host releases of your datapack","1","","4","3","3","I am still actively maintaining it","20","Smithed;Namespacing","Discord channels","","I think there's a lot of missing pieces that really should be there. Calculations, for example, are needlessly tedious."
"2026/05/28 12:19:18 am CET","20","5","0","6","4","1","VSCode with datapack specific extensions","Code completion;Syntax highlighting;Syntax validation","External scripts (python to generate repetitive commands, files,...)","5","1","0","To store and recover my code;To have access to previous versions of my code;To label and host releases of your datapack","2","","3","1","1","Until the next update that forces me to rewrite a majority of the code","17","Namespacing","Informal Feedback","",""
"2026/05/28 12:57:09 am CET","21","7","4","7","2","7","Default text editor;VSCode with datapack specific extensions","Code completion;File creation;Syntax highlighting;Syntax validation","External scripts (python to generate repetitive commands, files,...)","3","6","2","To store and recover my code;To use different branches;To have access to previous versions of my code","2","Unstructured meetings","5","3","2","I stop as soon as it's released","15","none","Discord channels;Informal Feedback","",""
"2026/05/28 2:06:06 am CET","16","6","8","6","6","2","VSCode with datapack specific extensions","File creation;Syntax highlighting;Syntax validation","Precompiler (Beet, Kore, CBScript,..)","6","1","2","To store and recover my code;To use different branches;To have access to previous versions of my code;To use a CI/CD pipeline;To track bugs and issues;To label and host releases of your datapack","5","","5","4","0","I am still actively maintaining it","35","Smithed;Namespacing","Github Issues;Discord channels;Informal Feedback","I focus on readable names rather than short abbreviations, even it results in an incredibly long NBT path, entity tag, or scoreboard objective. I also try to avoid macros as much as possible by using Beet to my advantage by baking and hardcoding on compile.","String manipulation, lack of a proper scripting language, relying on pre compilers to speed up development time."
"2026/05/28 3:58:46 am CET","20","4","4","6","7","1","VSCode with datapack specific extensions","Syntax validation","I only write in plain mcfunction","1","1","0","To store and recover my code;To use different branches;To host my wiki;To track bugs and issues","2","","1","7","1","Until the next major update","40","I am not aware of datapack-specific conventions.","Github Issues;Informal Feedback","I started making world-generation-related data packs before I went through formal computer science education, and I adopted practice of Git and Github later on. I have primarily used JSON, and only a little amount of mcfunction. Despite that, I still maintain my packs on an unstructured, in-my-free-time basis.

I address bugs as they are found by users after publishing, typically every ""major"" release. If the pack simply needs to be updated for the next MC version, I do not mark it as a new version.",""
"2026/05/28 4:54:12 am CET","19","6","5","6","7","1","VSCode with datapack specific extensions;misode.github.io","Code completion;File creation;Syntax highlighting;Syntax validation","External scripts (python to generate repetitive commands, files,...)","4","1","2","To store and recover my code;To have access to previous versions of my code","6","Unstructured meetings","5","3","4","Until the next update that forces me to rewrite a majority of the code","30","none","Discord channels;Informal Feedback;In person friend feedback","I think this form should've included options about datapack generator websites, such as MCStacker and misode.github.io","Fixing breaking game updates"
"2026/05/28 5:33:56 am CET","","6","3","7","7","1","VSCode with datapack specific extensions","Code completion;Syntax highlighting;Syntax validation","I only write in plain mcfunction","4","1","5","To store and recover my code;To use different branches;To have access to previous versions of my code;To use a CI/CD pipeline;To track bugs and issues;To label and host releases of your datapack","3","Unstructured meetings","6","5","3","I am still actively maintaining it","65","Namespacing","Github Issues;Discord channels;Informal Feedback","","Following the control flow of your functions can be really annoying in large projects."
"2026/05/28 5:57:33 am CET","25","5","7","7","6","3","Notepad++;VSCode with datapack specific extensions","Code completion;Syntax highlighting;Syntax validation","I only write in plain mcfunction","2","1","0","To store and recover my code;To have access to previous versions of my code;To host my wiki;To track bugs and issues","7","","5","3","1","I am still actively maintaining it","50","Smithed;Namespacing","Github Issues;Discord channels;Informal Feedback","",""
"2026/05/28 8:05:48 am CET","22","7","10","4","5","2","VSCode with datapack specific extensions","Code completion;Syntax highlighting;Syntax validation","I only write in plain mcfunction","1","1","1","To store and recover my code;To track bugs and issues;To label and host releases of your datapack","4","","7","6","0","I am still actively maintaining it","50","Namespacing","Github Issues;In person friend feedback","Regarding optimizations: I optimize as I write my code (not ""afterwards if necessary""), so I can't say for sure how long it takes. But figuring out efficient datastructures or algorithms (before I start writing my code) takes a lot of time sometimes.","The lack of certain important features like floating point maths or easy iterations."
"2026/05/28 2:10:59 pm CET","22","2","0","3","3","1","Notepad++;VSCode with no extensions","Syntax highlighting","I only write in plain mcfunction","1","2","0","","5","","1","","0","I stop as soon as it's released","0","Not sure","Informal Feedback","","How little good information there is out there to get started and understand how to structure datapacks"
"2026/05/28 2:25:29 pm CET","24","7","4","4","4","1","VSCode with datapack specific extensions","Code completion;File creation;Syntax highlighting;Syntax validation","I only write in plain mcfunction","4","3","0","To store and recover my code;To have access to previous versions of my code;To host my wiki;To track bugs and issues","3","","4","4","0","Until the next major update","40","Namespacing","Github Issues;Discord channels;Informal Feedback","I often approach data pack development in an Agile methodology, where the first stage is planning. The second is conceptualizing it in the data pack. The third is refining code, quality-checking, checking for unintended behavior and testing the data pack for myself. After that stage, I may or may not showcase it to my friends who are very knowledgeable in Minecraft, see what they think and let them test around. Depending on the feedback they give me, or my own feedback, I will do changes as I see fit","It is easy to become disorganized while developing data packs as there is a giant file structure to adhere to. JSON-files have continuously become more and more prevalent for performance reasons and generally newer features that have been added over the years. Maintaining these and organizing them is a hassle, and brings my experience down in data pack development.  "
"2026/05/28 3:06:00 pm CET","","7","4","3","6","2","VSCode with datapack specific extensions;Sometimes mobile text editor if at work and urgent","Syntax highlighting;Syntax validation","I only write in plain mcfunction","1","1","0","To have access to previous versions of my code;To host my wiki;To track bugs and issues","2","If helping, it's just whenever we're both not busy and via Microsoft Liveshare","1","1","0","Actively maintaining, but mainly for minor and major version compatibility via overlays","20","Smithed;Namespacing;I know and use most conventions, but am experienced enough to know which ones aren't relevant","Github Issues;Discord channels;Informal Feedback","Language models are oftentimes terrible for volatile environments such as datapack development, and there are dozens of tools across the internet that aid creators such as in-game modifications, Misode's generators, a work-in-progress IDE specifically for datapacks, etc.","Art and visuals, the part of the code that, in my opinion; actually matters. I know the appearance and sounds of all vanilla assets, but it's so much more efficient for me to micro-optimize than make any attempt at appealing effects.
World generation is also the only aspect of datapacks which I haven't spent time learning yet, solely cause it's not removable from worlds were a player want to ""uninstall""."
"2026/05/28 3:30:53 pm CET","","5","6","4","7","1","VSCode with datapack specific extensions","File creation;Syntax highlighting;Syntax validation","I only write in plain mcfunction","2","1","0","To store and recover my code;To use different branches;To have access to previous versions of my code;To track bugs and issues;To label and host releases of your datapack","5","","3","2","1","as long as I have the time and energy","10","Smithed;Namespacing","Github Issues;Discord channels;Informal Feedback;In person friend feedback","",""
"2026/05/28 3:56:31 pm CET","16","6","22","7","4","3","VSCode with datapack specific extensions","Code completion;Syntax highlighting;Syntax validation;Viewing default assets/data right in code editor. Like pressing ctrl + left click to view some vanilla tag or other stuff. Very helpful feature","External scripts (python to generate repetitive commands, files,...)","2","1","2","To store and recover my code;To use different branches;To have access to previous versions of my code;To host my wiki;To use a CI/CD pipeline;To track bugs and issues;To label and host releases of your datapack","3","Unstructured meetings","3","4","1","Until the next major update","30","Namespacing","Github Issues;Discord channels;Comments on PMC","Nothing specific, but always remember that datapacks aren't a programming language, so don't try to do anything too complex with them. Sometimes you just won't be able to dehardcode something without crutches, so just accept it😭 That's why you should comment your code more often, because this shit will be very difficult to understand later, and don't try to do premature optimizations, because you'll go nuts💀","I start to hate my life when I have to modify standard components of an item, create custom entities with complex logic that requires pathfinding, and also locate the position of a block within a bounding box (for example, saving its pos in storage for future use) — especially if the size of the bounding box isn't constant"
